FID,Shape *,LAB_REF,C14AGE,C14_STANDA,Period,COUNTY,Country,C14_MATERIAL,SITE_NAME,Overall context,C14_TAXON_,SPECIES_TR,MUNICIPALI,LATITUDE,LONGITUDE,Bioregion
5442,Point,Beta-389156,3640,30,2200-2000 BC,Oppland,Norway,Wood,Langfonne,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5443,Point,Beta-389159,3630,30,2200-2000 BC,Oppland,Norway,Wood,Langfonne,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5444,Point,Beta-389154,3660,30,2200-2000 BC,Oppland,Norway,Wood,Langfonne,Other,Alnus,Alnus,Lom/Skjåk,61.739,8.114,Alpine
5445,Point,UBA-29706,3808,30,2400-2200 BC,Oppland,Norway,Wood,Langfonne,Other,Pinus,Pinus,Lom/Skjåk,61.739,8.114,Alpine
5446,Point,Tua-7123,4220,30,3000-2800 BC,Hedmark,Norway,Charcoal,Melvold (S1),Other,Betula,Betula,Åmot,61.137,11.443,Boreal
5447,Point,T-25676,4530,30,3400-3200 BC,Trøndelag,Norway,Wood,Storbreen,Other,Betula,Betula,Oppdal,62.359,9.41,Alpine
5448,Point,Ua-46117,4588,30,3600-3400 BC,Oppland,Norway,Charcoal,Grytting 1,Other,Pinus,Pinus,Sør-Fron,61.5698,9.8958,Boreal
5449,Point,Beta-448118,4950,30,3800-3600 BC,Aust-Agder,Norway,Hazel nutshell,Hesthag C1,Other,Hazel nutshell,Corylus,Arendal,58.5162,8.8316,Boreal
5450,Point,Beta-389155,5090,30,4000-3800 BC,Oppland,Norway,Wood,Langfonne,Other,Sorbus,Sorbus, ,0,0,Alpine
5451,Point,Beta-430437,5090,30,4000-3800 BC,Oppland,Norway,Wood,Langfonne,Other,Sorbus,Sorbus, ,0,0,Alpine
5452,Point,Beta-436089,2150,30,400-200 BC,Østfold,Norway,Charcoal,Solberg,Other,Pinus/Quercus,Quercus,Halden,59.0936,11.4542,Boreal
5453,Point,Beta-436089,2150,30,400-200 BC,Østfold,Norway,Charcoal,Solberg,Other,Pinus/Quercus,Pinus,Halden,59.0936,11.4542,Boreal
5454,Point,Tra-723,2140,30,400-200 BC,Vestfold,Norway,Charcoal,Marum,Other,"Betula, Fraxinus, Quercus",Betula,Sandefjord,59.171,10.241,Boreal
5455,Point,Tra-723,2140,30,400-200 BC,Vestfold,Norway,Charcoal,Marum,Other,"Betula, Fraxinus, Quercus",Fraxinus,Sandefjord,59.171,10.241,Boreal
5456,Point,Tra-723,2140,30,400-200 BC,Vestfold,Norway,Charcoal,Marum,Other,"Betula, Fraxinus, Quercus",Quercus,Sandefjord,59.171,10.241,Boreal
5457,Point,Tua-8275,2210,30,400-200 BC,Østfold,Norway,Charcoal,"Tune, store",Other,"Betula, Tilia",Betula,Sarpsborg,59.2833,11.0833,Boreal
5458,Point,Tua-8275,2210,30,400-200 BC,Østfold,Norway,Charcoal,"Tune, store",Other,"Betula, Tilia",Tilia,Sarpsborg,59.2833,11.0833,Boreal
5459,Point,Tua-8281,2183,30,400-200 BC,Østfold,Norway,Charcoal,Glemminge østre,Other,Betula/Tilia,Betula,Fredrikstad,59.25,10.9333,Boreal
5460,Point,Tua-8281,2183,30,400-200 BC,Østfold,Norway,Charcoal,Glemminge østre,Other,Betula/Tilia,Tilia,Fredrikstad,59.25,10.9333,Boreal
5461,Point,Ua-45534,2322,30,400-200 BC,Østfold,Norway,Charcoal,Lund store,Other,Betula,Betula,Fredrikstad,59.2434,10.8335,Boreal
5462,Point,Tra-4107,2235,30,400-200 BC,Oppland,Norway,Charcoal,Fryasletta,Other,Betula,Betula,Sør-Fron,61.5491,10.0127,Boreal
5463,Point,Tra-1354,2310,30,400-200 BC,Vestfold,Norway,Charcoal,Hesby 13,Other,Alnus,Alnus,Tønsberg,59.2833,10.3121,Boreal
5464,Point,Beta-430378,2300,30,400-200 BC,Østfold,Norway,Charcoal,Solberg-Navestad,Other,Betula,Betula,Sarpsborg,59.2216,11.1613,Boreal
5465,Point,TRa?2720,2265,30,400-200 BC,Østfold,Norway,Charcoal,Enger søndre,Other,Betula,Betula,Askim,59.5527,11.159,Boreal
5466,Point,Tra-3031,2260,30,400-200 BC,Vestfold,Norway,Charcoal,Lunde,Other,Betula,Betula,Larvik,59.054,10.013,Boreal
5467,Point,Ua-46396,2242,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Alnus,Alnus,Hobøl,59.625,10.988,Boreal
5468,Point,Tra-162,2240,30,400-200 BC,Østfold,Norway,Charcoal,"Glemmen, lok 1, hus 2",Other,Betula,Betula,Fredrikstad,59.2401,10.9782,Boreal
5469,Point,Ua-45898,2237,30,400-200 BC,Oppland,Norway,Charcoal,Brandrud 1,Other,Salix,Salix,Fron,61.5668,9.9141,Boreal
5470,Point,Beta-430390,2230,30,400-200 BC,Østfold,Norway,Charcoal,Solberg-Melleby,Other,Betula,Betula,Sarpsborg,59.3281,10.9869,Boreal
5471,Point,TRa?2724,2225,30,400-200 BC,Østfold,Norway,Charcoal,Enger søndre,Other,Betula,Betula,Askim,59.5527,11.159,Boreal
5472,Point,Beta-423357,2220,30,400-200 BC,Vestfold,Norway,Charcoal,Snipetorp-Tenvik,Other,Fraxinus,Fraxinus,Nøtterøy,59.215,10.417,Boreal
5473,Point,TRa-517,2215,30,400-200 BC,Østfold,Norway,Charcoal,Askim prestegård,Other,Betula,Betula,Askim,59.5925,11.1537,Boreal
5474,Point,TRa?2723,2210,30,400-200 BC,Østfold,Norway,Charcoal,Enger søndre,Other,Betula,Betula,Askim,59.5527,11.159,Boreal
5475,Point,Ua-46393,2206,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Corylus,Corylus,Hobøl,59.625,10.988,Boreal
5476,Point,TRa?2721,2205,30,400-200 BC,Østfold,Norway,Charcoal,Enger søndre,Other,Betula,Betula,Askim,59.5527,11.159,Boreal
5477,Point,TRa?2722,2195,30,400-200 BC,Østfold,Norway,Charcoal,Enger søndre,Other,Betula,Betula,Askim,59.5527,11.159,Boreal
5478,Point,TRa-516,2195,30,400-200 BC,Østfold,Norway,Charcoal,Askim prestegård,Other,Betula,Betula,Askim,59.5925,11.1537,Boreal
5479,Point,Tra-1795,2190,30,400-200 BC,Vestfold,Norway,Charcoal,E18 lok.35,Other,Corylus,Corylus,Stokke,59.2273,10.2553,Boreal
5480,Point,Tra-4029,2185,30,400-200 BC,Oppland,Norway,Charcoal,Fryasletta,Other,"Salix, Populus",Salix,Sør-Fron,61.5491,10.0127,Boreal
5481,Point,Ua-46398,2176,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Alnus,Alnus,Hobøl,59.625,10.988,Boreal
5482,Point,Ua-46397,2171,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Alnus,Alnus,Hobøl,59.625,10.988,Boreal
5483,Point,Ua-46408,2169,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Alnus,Alnus,Hobøl,59.625,10.988,Boreal
5484,Point,Ua-46405,2164,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Alnus,Alnus,Hobøl,59.625,10.988,Boreal
5485,Point,Tra-255,2160,30,400-200 BC,Vestfold,Norway,Charcoal,Vølen,Other,Betula,Betula,Stokke,59.215,10.282,Boreal
5486,Point,Ua-46394,2160,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Betula,Betula,Hobøl,59.625,10.988,Boreal
5487,Point,Ua-46395,2155,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Alnus,Alnus,Hobøl,59.625,10.988,Boreal
5488,Point,Ua-46401,2154,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Alnus,Alnus,Hobøl,59.625,10.988,Boreal
5489,Point,Ua-46407,2154,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Alnus,Alnus,Hobøl,59.625,10.988,Boreal
5490,Point,Ua-46392,2143,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Alnus,Alnus,Hobøl,59.625,10.988,Boreal
5491,Point,Tra-1473,2140,30,400-200 BC,Østfold,Norway,Charcoal,Askim prestegård,Other,Betula,Betula,Askim,59.589,11.159,Boreal
5492,Point,Ua-46402,2136,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Alnus,Alnus,Hobøl,59.625,10.988,Boreal
5493,Point,UBA-24037,2136,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Tilia,Tilia,Hobøl,59.625,10.988,Boreal
5494,Point,Ua-46100,2123,30,400-200 BC,Oppland,Norway,Charcoal,Grytting 1,Settlement site,Betula,Betula,Sør-Fron,61.5698,9.8958,Boreal
5495,Point,Tra-2574,2260,30,400-200 BC,Østfold,Norway,Charcoal,Grinden av Gon,Settlement site,Betula,Betula,Rygge,59.3752,10.7632,Boreal
5496,Point,Tra-727,2225,30,400-200 BC,Vestfold,Norway,Charcoal,E18 lok.9,Settlement site,Alnus,Alnus,Stokke,59.2873,10.3327,Boreal
5497,Point,Tra-733,2225,30,400-200 BC,Vestfold,Norway,Charcoal,E18 lok.9,Settlement site,Alnus,Alnus,Stokke,59.2873,10.3327,Boreal
5498,Point,Ua-46389,2213,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Settlement site,Betula,Betula,Hobøl,59.625,10.988,Boreal
5499,Point,Tra-251,2210,30,400-200 BC,Vestfold,Norway,Charcoal,Vølen,Settlement site,Betula,Betula,Stokke,59.215,10.282,Boreal
5500,Point,Ua-46380,2212,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Settlement site,Corylus,Corylus,Hobøl,59.625,10.988,Boreal
5501,Point,Ua-46384,2208,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Settlement site,Betula,Betula,Hobøl,59.625,10.988,Boreal
5502,Point,Ua-46189,2204,30,400-200 BC,Østfold,Norway,Charcoal,Kolberg søndre,Settlement site,Betula,Betula,Fredrikstad,59.2563,10.8525,Boreal
5503,Point,Ua-46381,2204,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Settlement site,Corylus,Corylus,Hobøl,59.625,10.988,Boreal
5504,Point,Ua-46385,2187,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Settlement site,Salix,Salix,Hobøl,59.625,10.988,Boreal
5505,Point,Ua-46383,2170,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Settlement site,Alnus,Alnus,Hobøl,59.625,10.988,Boreal
5506,Point,Ua-46386,2163,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Settlement site,Alnus,Alnus,Hobøl,59.625,10.988,Boreal
5507,Point,Ua-46382,2151,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Settlement site,Betula,Betula,Hobøl,59.625,10.988,Boreal
5508,Point,Ua-46387,2146,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Settlement site,Salix,Salix,Hobøl,59.625,10.988,Boreal
5509,Point,Ua-50972,2182,30,400-200 BC,Aust-Agder,Norway,Charcoal,Hesthag C2,Settlement site,Betula,Betula,Arendal,58.5159,8.8309,Boreal
5510,Point,Tra-50,2270,30,400-200 BC,Vestfold,Norway,Charcoal,Fjukstad,Settlement site,Betula,Betula,Horten,59.1997,10.4461,Boreal
5511,Point,Ua-46378,2268,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Settlement site,Betula,Betula,Hobøl,59.625,10.988,Boreal
5512,Point,Tra-1466,2265,30,400-200 BC,Østfold,Norway,Charcoal,"Askim prestegård, hus 2",Settlement site,Betula,Betula,Askim,59.589,11.159,Boreal
5513,Point,Tra-1467,2205,30,400-200 BC,Østfold,Norway,Charcoal,"Askim prestegård, hus 2",Settlement site,Betula,Betula,Askim,59.589,11.159,Boreal
5514,Point,Tra-1556,2325,30,400-200 BC,Vestfold,Norway,Charcoal,E18 lok.12,Other,Corylus,Corylus,Tønsberg,59.285,10.3159,Boreal
5515,Point,Ua-50476,2118,30,400-200 BC,Telemark,Norway,Charcoal,Hegna vest 1,Other,Betula,Betula,Bamble,59.0207,9.6672,Boreal
5516,Point,Tra-252,2245,30,400-200 BC,Vestfold,Norway,Unknown,Vølen,Other,Juniper,Juniper,Stokke,59.215,10.282,Boreal
5517,Point,Ua-46377,2209,30,400-200 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Betula,Betula,Hobøl,59.625,10.988,Boreal
5518,Point,Tra-165,2175,30,400-200 BC,Østfold,Norway,Charcoal,"Glemmen, lok 1",Other,Betula,Betula,Fredrikstad,59.2401,10.9782,Boreal
5519,Point,Beta-430381,2170,30,400-200 BC,Østfold,Norway,Charcoal,Solberg-Navestad,Other,Tilia,Tilia,Sarpsborg,59.2216,11.1613,Boreal
5520,Point,Tra-1562,2155,30,400-200 BC,Vestfold,Norway,Charcoal,E18 lok.12,Other,Corylus,Corylus,Tønsberg,59.285,10.3159,Boreal
5521,Point,Tra-284,2300,30,400-200 BC,Oppland,Norway,Charcoal,S16416,Iron production site,Picea,Picea,Gjøvik,60.835,10.617,Boreal
5522,Point,Tra-1127,2265,30,400-200 BC,Vestfold,Norway,Charcoal,E18 lok.50,Other,Corylus,Corylus,Sandefjord,59.208,10.2388,Boreal
5523,Point,Beta-430430,2230,30,400-200 BC,Oppland,Norway,Wood,Langfonne,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5524,Point,Beta-430435,2190,30,400-200 BC,Oppland,Norway,Wood,Langfonne,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5525,Point,Tra-2528,2250,30,400-200 BC,Vestfold,Norway,Charcoal,E18 lok.54,Other,Corylus,Corylus,Sandefjord,59.2031,10.2275,Boreal
5526,Point,Tua-8276,2144,30,400-200 BC,Østfold,Norway,Charcoal,"Tune, store",Other,Betula,Betula,Sarpsborg,59.2833,11.0833,Boreal
5527,Point,Tra-2570,2235,30,400-200 BC,Østfold,Norway,Charcoal,Grinden av Gon,Settlement site,Betula,Betula,Rygge,59.3752,10.7632,Boreal
5528,Point,Tra-1471,2200,30,400-200 BC,Østfold,Norway,Charcoal,"Askim prestegård, hus 1",Settlement site,Betula,Betula,Askim,59.589,11.159,Boreal
5529,Point,Tra-1957,2170,30,400-200 BC,Vestfold,Norway,Charcoal,E18 lok.93,Other,Juniper,Juniper,Stokke,59.2112,10.2451,Boreal
5530,Point,TRa?2725,2210,30,400-200 BC,Østfold,Norway,Charcoal,Bjørnstad,Settlement site,Betula,Betula,Askim,59.5505,11.4324,Boreal
5531,Point,Tra-819,1525,30,400-600 AD,Østfold,Norway,Charcoal,Vestberg vestre,Other,Betula/Corylus,Betula,Sarpsborg,59.28,11.163,Boreal
5532,Point,Tra-819,1525,30,400-600 AD,Østfold,Norway,Charcoal,Vestberg vestre,Other,Betula/Corylus,Corylus,Sarpsborg,59.28,11.163,Boreal
5533,Point,Tra-1695,1655,30,400-600 AD,Vestfold,Norway,Charcoal,E18 lok.78,Other,Alnus,Alnus,Sandefjord,59.1363,10.1568,Boreal
5534,Point,Ua-48247,1646,30,400-600 AD,Telemark,Norway,Charcoal,Hydal 1,Other,Alnus,Alnus,Bamble,59.0169,9.6529,Boreal
5535,Point,Tra-3051,1645,30,400-600 AD,Vestfold,Norway,Charcoal,Lunde,Other,Betula,Betula,Larvik,59.054,10.013,Boreal
5536,Point,Tra-1337,1610,30,400-600 AD,Vestfold,Norway,Charcoal,Lok. 1 Fyldpå,Other,Alnus,Alnus,Tønsberg,59.295,10.401,Boreal
5537,Point,Beta-448121,1570,30,400-600 AD,Aust-Agder,Norway,Charcoal,Hesthag C1,Other,Corylus,Corylus,Arendal,58.5162,8.8316,Boreal
5538,Point,Tua-4328,1555,30,400-600 AD,Østfold,Norway,Charcoal,Langkas 1,Other,Betula,Betula,Halden,59.1102,11.2582,Boreal
5539,Point,Ua-46178,1550,30,400-600 AD,Østfold,Norway,Charcoal,Kolberg søndre,Other,Betula,Betula,Fredrikstad,59.2563,10.8525,Boreal
5540,Point,Ua-46111,1612,30,400-600 AD,Oppland,Norway,Charcoal,Grytting 1,Settlement site,Betula,Betula,Sør-Fron,61.5698,9.8958,Boreal
5541,Point,Ua-46113,1580,30,400-600 AD,Oppland,Norway,Charcoal,Grytting 1,Settlement site,Betula,Betula,Sør-Fron,61.5698,9.8958,Boreal
5542,Point,Ua-50885,1633,30,400-600 AD,Østfold,Norway,Charcoal,Gjølsjøødegården,Settlement site,Hazel nutshell,Corylus,Marker,59.4786,11.7385,Boreal
5543,Point,Ua-45844,1632,30,400-600 AD,Oppland,Norway,Charcoal,Brandrud 1,Settlement site,Pinus,Pinus,Fron,61.5668,9.9141,Boreal
5544,Point,Ua-46104,1632,30,400-600 AD,Oppland,Norway,Charcoal,Grytting 1,Settlement site,Alnus,Alnus,Sør-Fron,61.5698,9.8958,Boreal
5545,Point,Tra-1953,1630,30,400-600 AD,Vestfold,Norway,Charcoal,E18 lok.81,Settlement site,Alnus,Alnus,Stokke,59.2197,10.2497,Boreal
5546,Point,Tua-6971,1592,30,400-600 AD,Hedmark,Norway,Charcoal,Melvold,Settlement site,Salix/Populus,Salix,Åmot,61.2,11.45,Boreal
5547,Point,Ua-45847,1589,30,400-600 AD,Oppland,Norway,Charcoal,Brandrud 1,Settlement site,Pinus,Pinus,Fron,61.5668,9.9141,Boreal
5548,Point,Tra-732,1550,30,400-600 AD,Vestfold,Norway,Charcoal,E18 lok.9,Settlement site,Salix,Salix,Stokke,59.2873,10.3327,Boreal
5549,Point,Tra-740,1540,30,400-600 AD,Vestfold,Norway,Charcoal,E18 lok.9,Settlement site,Alnus,Alnus,Stokke,59.2873,10.3327,Boreal
5550,Point,Ua-46183,1499,30,400-600 AD,Østfold,Norway,Charcoal,Kolberg søndre,Settlement site,Betula,Betula,Fredrikstad,59.2563,10.8525,Boreal
5551,Point,Beta-326858,1580,30,400-600 AD,Oppland,Norway,Charcoal,Brandrud 1,Settlement site,Betula,Betula,Fron,61.5668,9.9141,Boreal
5552,Point,Ua-46496,1648,30,400-600 AD,Oppland,Norway,Charcoal,Øybrekka,Settlement site,Pinus,Pinus,Nord-Fron,61.494,9.311,Alpine
5553,Point,Ua-50975,1641,30,400-600 AD,Aust-Agder,Norway,Charcoal,Krøgenes D1,Settlement site,Fraxinus,Fraxinus,Arendal,58.4766,8.8138,Boreal
5554,Point,Beta-322386,1640,30,400-600 AD,Oppland,Norway,Charcoal,Brandrud 1,Settlement site,Pinus,Pinus,Fron,61.5668,9.9141,Boreal
5555,Point,Ua-45896,1640,30,400-600 AD,Oppland,Norway,Charcoal,Brandrud 1,Settlement site,Alnus,Alnus,Fron,61.5668,9.9141,Boreal
5556,Point,Beta-322385,1550,30,400-600 AD,Oppland,Norway,Charcoal,Brandrud 1,Settlement site,Alnus,Alnus,Fron,61.5668,9.9141,Boreal
5557,Point,Ua-46323,1616,30,400-600 AD,Østfold,Norway,Charcoal,Opstad vestre,Other,Betula,Betula,Sarpsborg,62.1284,11.6719,Alpine
5558,Point,Tra-2703,1590,30,400-600 AD,Østfold,Norway,Charcoal,Bjørnstad,Other,Pinus,Pinus,Eidsberg,59.5505,11.4324,Boreal
5559,Point,Beta-398094,1510,30,400-600 AD,Vestfold,Norway,Charcoal,Trapesveien,Other,Betula,Betula,Tønsberg,59.295,10.401,Boreal
5560,Point,Ua-46182,1508,30,400-600 AD,Østfold,Norway,Charcoal,Kolberg søndre,Other,Betula,Betula,Fredrikstad,59.2563,10.8525,Boreal
5561,Point,Ua-46180,1493,30,400-600 AD,Østfold,Norway,Charcoal,Kolberg søndre,Other,Betula,Betula,Fredrikstad,59.2563,10.8525,Boreal
5562,Point,Beta-442234,1590,30,400-600 AD,Aust-Agder,Norway,Hazel nutshell,Sagene B6,Other,Hazel nutshell,Corylus,Arendal,58.465,8.767,Boreal
5563,Point,Beta-430421,1540,30,400-600 AD,Oppland,Norway,Wood,Repefonn,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5564,Point,Beta-320922,1510,30,400-600 AD,Oppland,Norway,Birch bark,Lendbreen,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5565,Point,Beta-430434,1480,30,400-600 AD,Oppland,Norway,Wood,Langfonne,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5566,Point,Beta-398093,1580,30,400-600 AD,Vestfold,Norway,Charcoal,Trapesveien,Other,Betula,Betula,Tønsberg,59.295,10.401,Boreal
5567,Point,Ua-46556,1519,30,400-600 AD,Østfold,Norway,Charcoal,Lundestad,Other,Betula,Betula,Halden,59.079,11.495,Boreal
5568,Point,Tua-3932,1620,30,400-600 AD,Østfold,Norway,Hazel nutshell,Torpum 9b,Other,Hazel nutshell,Corylus,Halden,59.0976,11.251,Boreal
5569,Point,Tra-3525,1545,30,400-600 AD,Hedmark,Norway,Charcoal,begroingslag i fangstgrop S12,Other,Pinus,Pinus,Åmot,61.078,11.346,Boreal
5570,Point,Ua-45935,1564,30,400-600 AD,Oppland,Norway,Charcoal,Fryasletta,Other,Betula,Betula,Sør-Fron,61.5491,10.0127,Boreal
5571,Point,Beta-322381,1610,30,400-600 AD,Oppland,Norway,Charcoal,Brandrud 1,Settlement site,Betula,Betula,Fron,61.5668,9.9141,Boreal
5572,Point,Tra-730,1570,30,400-600 AD,Vestfold,Norway,Charcoal,E18 lok.9,Settlement site,Salix,Salix,Stokke,59.2873,10.3327,Boreal
5573,Point,Tua-5801,1555,30,400-600 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
5574,Point,Tra-2700,1615,30,400-600 AD,Østfold,Norway,Charcoal,Bjørnstad,Settlement site,Betula,Betula,Eidsberg,59.5505,11.4324,Boreal
5575,Point,Tra-2701,1585,30,400-600 AD,Østfold,Norway,Charcoal,Bjørnstad,Settlement site,Betula,Betula,Eidsberg,59.5505,11.4324,Boreal
5576,Point,Ua-46116,1613,30,400-600 AD,Oppland,Norway,Charcoal,Grytting 1,Settlement site,Betula,Betula,Sør-Fron,61.5698,9.8958,Boreal
5577,Point,Ua-46114,1604,30,400-600 AD,Oppland,Norway,Charcoal,Grytting 1,Other,Pinus,Pinus,Sør-Fron,61.5698,9.8958,Boreal
5578,Point,Beta-423355,5350,30,4200-4000 BC,Vestfold,Norway,Charcoal,Snipetorp-Tenvik,Other,Alnus,Alnus,Nøtterøy,59.215,10.417,Boreal
5579,Point,Beta-423356,5560,30,4400-4200 BC,Vestfold,Norway,Charcoal,Snipetorp-Tenvik,Other,Alnus,Alnus,Nøtterøy,59.215,10.417,Boreal
5580,Point,UBA-19129,5563,30,4600-4400 BC,Telemark,Norway,Charcoal,Gunnarsröd 7,Other,Betula,Betula,Porsgrunn,59.13,9.681,Boreal
5581,Point,Beta-448128,6260,30,5400-5200 BC,Aust-Agder,Norway,Charcoal,Krøgenes D2,Other,Alnus,Alnus,Arendal,58.4778,8.8164,Boreal
5582,Point,Beta-417123,7120,30,6000-5800 BC,Telemark,Norway,Charcoal,Dørdal,Other,Pinus,Pinus,Bamble,58.9662,9.4774,Boreal
5583,Point,Beta-417122,7070,30,6000-5800 BC,Telemark,Norway,Charcoal,Dørdal,Other,Pinus,Pinus,Bamble,58.9662,9.4774,Boreal
5584,Point,Tra-166,2425,30,600-400 BC,Østfold,Norway,Charcoal,"Glemmen, lok 1",Other,"Betula, Ulmus",Betula,Fredrikstad,59.2401,10.9782,Boreal
5585,Point,Tra-166,2425,30,600-400 BC,Østfold,Norway,Charcoal,"Glemmen, lok 1",Other,"Betula, Ulmus",Ulmus,Fredrikstad,59.2401,10.9782,Boreal
5586,Point,Beta-365533,2390,30,600-400 BC,Møre og Romsdal,Norway,Charcoal,Øydegard,Iron production site,"Betula, Corylus, Salix caprea/Salix/Populus",Salix,Tingvoll,62.876,8.289,Atlantic
5587,Point,Beta-365533,2390,30,600-400 BC,Møre og Romsdal,Norway,Charcoal,Øydegard,Iron production site,"Betula, Corylus, Salix caprea/Salix/Populus",Corylus,Tingvoll,62.876,8.289,Atlantic
5588,Point,Ua-54178,2450,30,600-400 BC,Østfold,Norway,Charcoal,Tingvoll,Other,Betula,Betula,Råde,59.325,10.792,Boreal
5589,Point,Tra-52,2440,30,600-400 BC,Østfold,Norway,Charcoal,Kirkegrenda,Other,Betula,Betula,Rygge,59.3757,10.7287,Boreal
5590,Point,Ua-47919,2394,30,600-400 BC,Vestfold,Norway,Charcoal,Hystad østre,Other,Betula,Betula,Sandefjord,59.1012,10.2112,Boreal
5591,Point,Beta-448120,2390,30,600-400 BC,Aust-Agder,Norway,Charcoal,Hesthag C1,Other,Corylus,Corylus,Arendal,58.5162,8.8316,Boreal
5592,Point,Ua-47927,2374,30,600-400 BC,Vestfold,Norway,Charcoal,Hystad østre,Other,Betula,Betula,Sandefjord,59.1012,10.2112,Boreal
5593,Point,Ua-54177,2367,30,600-400 BC,Østfold,Norway,Charcoal,Furuholt,Other,Betula,Betula,Råde,59.3458,10.9104,Boreal
5594,Point,Tra-170,2455,30,600-400 BC,Østfold,Norway,Charcoal,"Glemmen, lok 1, hus 1",Settlement site,Betula,Betula,Fredrikstad,59.2401,10.9782,Boreal
5595,Point,Beta-430376,2410,30,600-400 BC,Østfold,Norway,Charcoal,Solberg-Navestad,Settlement site,Betula,Betula,Sarpsborg,59.2216,11.1613,Boreal
5596,Point,Ua-46388,2395,30,600-400 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Settlement site,Salix,Salix,Hobøl,59.625,10.988,Boreal
5597,Point,Tua-6973,2382,30,600-400 BC,Hedmark,Norway,Charcoal,Rødstranda,Settlement site,Pinus,Pinus,Åmot,61.2,11.45,Boreal
5598,Point,Beta-430427,2330,30,600-400 BC,Oppland,Norway,Wood,Handklefonne,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5599,Point,Ua-46411,2369,30,600-400 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Alnus,Alnus,Hobøl,59.625,10.988,Boreal
5600,Point,Ua-45823,2440,30,600-400 BC,Oppland,Norway,Charcoal,Fryasletta,Other,Salix,Salix,Sør-Fron,61.5491,10.0127,Boreal
5601,Point,Tra-724,1365,30,600-800 AD,Vestfold,Norway,Charcoal,Marum,Other,"Betula, Tilia",Betula,Sandefjord,59.171,10.241,Boreal
5602,Point,Tra-724,1365,30,600-800 AD,Vestfold,Norway,Charcoal,Marum,Other,"Betula, Tilia",Tilia,Sandefjord,59.171,10.241,Boreal
5603,Point,Tua-6255,1205,30,600-800 AD,Buskerud,Norway,Charcoal,Haglebu1,Iron production site,"Betula, Pinus",Betula,Sigdal,60.096,9.461,Boreal
5604,Point,Beta-428425,1340,30,600-800 AD,Møre og Romsdal,Norway,Charcoal,Lok 523 Ura IV,Other,Pinus,Pinus,Vestnes,62.558,7.05,Atlantic
5605,Point,Tra-820,1340,30,600-800 AD,Østfold,Norway,Charcoal,Vestberg vestre,Other,Betula/Corylus,Betula,Sarpsborg,59.28,11.163,Boreal
5606,Point,Tra-820,1340,30,600-800 AD,Østfold,Norway,Charcoal,Vestberg vestre,Other,Betula/Corylus,Corylus,Sarpsborg,59.28,11.163,Boreal
5607,Point,Ua-50340,1290,30,600-800 AD,Oppland,Norway,Charcoal,Synnfjellstua,Iron production site,Betula,Betula,Nordre Land,60.879,9.986,Boreal
